30,0.00014796
31,0.000167022
32,0.000188623
33,0.000213131
34,0.000240979
35,0.000272669
36,0.0003088
37,0.000350079
38,0.000397348
39,0.000451605
40,0.000514047
41,0.000586114
42,0.000669542
43,0.000766415
44,0.000879283
45,0.00101124
46,0.001166079
47,0.001348469
48,0.001564171
49,0.001820353
50,0.002125957
51,0.002492206
52,0.002933284
53,0.003467219
54,0.00411707
55,0.004912496
56,0.005892005
57,0.007105832
58,0.008620138
59,0.010522656
60,0.012930646
61,0.01600225
62,0.019951845
63,0.025073456
64,0.03177235
65,0.040608698
66,0.052361796
67,0.068113692
68,0.089353764
69,0.118093948
70,0.156950669
71,0.209081221
72,0.277759567
73,0.365275184
74,0.470976121
75,0.58903783
76,0.707891698
77,0.813371301
78,0.894688974
79,0.948672104
80,0.9791716
81,0.993307236
82,0.998022978
83,0.998434613
84,0.997621416
85,0.997038196
86,0.997078137
87,0.997533523
88,0.997993008
89,0.998090912
90,0.997697327
91,0.996958316
92,0.996255512
93,0.996029948
94,0.996495077
95,0.997233915
96,0.996646816
97,0.991301001
98,0.97543277
99,0.941202664
100,0.880793512
101,0.790697981
102,0.676029284
103,0.550317684
104,0.429494108
105,0.325008309
106,0.241320668
107,0.177583017
108,0.130453159
109,0.09611364
110,0.071213192
111,0.053131633
112,0.039932828
113,0.030226604
114,0.023027456
115,0.017639559
116,0.013569454
117,0.010467131
118,0.008081381
119,0.006231539
120,0.004786384
121,0.003650323
122,0.002753573
123,0.002045273
124,0.001488478
125,0.001056367
126,0.000728962
127,0.000490255
128,0.000325694
129,0.000220618
130,0.000159962
131,0.000129288
132,0.000116262
133,0.000111712
134,0.000109791
135,0.000107404
136,0.000103364
137,9.76E-05
138,9.04E-05
139,8.26E-05
140,7.45E-05
141,6.66E-05
142,5.93E-05
143,5.27E-05
144,4.70E-05
145,4.20E-05
146,3.78E-05
147,3.43E-05
148,3.13E-05
149,2.88E-05
150,2.65E-05
151,2.45E-05
152,2.26E-05
153,2.07E-05
154,1.88E-05
155,1.68E-05
156,1.47E-05
157,1.26E-05
158,1.05E-05
159,8.36E-06
160,6.39E-06
161,4.66E-06
162,3.28E-06
163,2.35E-06
164,1.89E-06
165,1.87E-06
166,2.20E-06
167,2.78E-06
168,3.48E-06
169,4.20E-06
170,4.87E-06
171,5.45E-06
172,5.93E-06
173,6.30E-06
174,6.56E-06
175,6.74E-06
176,6.83E-06
177,6.86E-06
178,6.84E-06
179,6.77E-06
180,6.67E-06
181,6.55E-06
182,6.40E-06
183,6.24E-06
184,6.07E-06
185,5.90E-06
186,5.72E-06
187,5.54E-06
188,5.36E-06
189,5.18E-06
190,5.01E-06
191,4.84E-06
192,4.67E-06
193,4.51E-06
194,4.35E-06
195,4.20E-06
196,4.05E-06
197,3.91E-06
198,3.77E-06
199,3.64E-06
200,3.52E-06
201,3.40E-06
202,3.28E-06
203,3.17E-06
204,3.06E-06
205,2.96E-06
206,2.87E-06
207,2.77E-06
208,2.68E-06
209,2.60E-06
210,2.52E-06
211,2.44E-06
212,2.36E-06
213,2.29E-06
214,2.22E-06
215,2.16E-06
216,2.10E-06
217,2.04E-06
218,1.98E-06
219,1.92E-06
220,1.87E-06
221,1.82E-06
222,1.77E-06
223,1.73E-06
224,1.68E-06
225,1.64E-06
226,1.60E-06
227,1.56E-06
228,1.53E-06
229,1.49E-06
230,1.46E-06
231,1.41E-06
232,1.38E-06
233,1.35E-06
234,1.32E-06
235,1.30E-06
236,1.27E-06
237,1.25E-06
238,1.22E-06
239,1.20E-06
240,1.18E-06
241,1.16E-06
242,1.14E-06
243,1.12E-06
244,1.10E-06
245,1.09E-06
246,1.07E-06
247,1.05E-06
248,1.04E-06
249,1.02E-06
250,1.01E-06
251,9.99E-07
252,9.86E-07
253,9.75E-07
254,9.63E-07
255,9.53E-07
256,9.43E-07
257,9.34E-07
258,9.25E-07
259,9.16E-07
260,9.08E-07
261,9.01E-07
262,8.94E-07
263,8.88E-07
264,8.82E-07
265,8.76E-07
266,8.71E-07
267,8.67E-07
268,8.63E-07
269,8.59E-07
270,8.56E-07
271,8.53E-07
272,8.50E-07
273,8.48E-07
274,8.47E-07
275,8.46E-07
276,8.45E-07
277,8.45E-07
278,8.45E-07
279,8.45E-07
280,8.46E-07
281,8.47E-07
282,8.49E-07
283,8.51E-07
284,8.54E-07
285,8.57E-07
286,8.60E-07
287,8.64E-07
288,8.69E-07
289,8.74E-07
290,8.79E-07
291,8.85E-07
292,8.92E-07
293,8.99E-07
294,9.06E-07
295,9.15E-07
296,9.23E-07
297,9.33E-07
298,9.43E-07
299,9.53E-07
300,9.65E-07
